date_start,date_stop,campaign_name,adset_name,ad_name,publisher_platform,platform_position,impression_device,impressions,clicks,spend
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,35-44_Erkek_Izmir_Ankara,PumaSuede_Carousel_V1,facebook,reels,desktop,96,0,3.31
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,35-44_Erkek_Izmir_Ankara,PumaSuede_Carousel_V1,facebook,right_hand_column,mobile_web,46,0,1.58
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,35-44_Erkek_Izmir_Ankara,PumaSuede_Carousel_V1,facebook,marketplace,mobile_web,93,0,3.2
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,35-44_Erkek_Izmir_Ankara,PumaSuede_Carousel_V1,instagram,feed,mobile_web,79,0,2.71
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,35-44_Erkek_Izmir_Ankara,PumaSuede_Carousel_V1,instagram,story,mobile_web,50,0,1.73
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,35-44_Erkek_Izmir_Ankara,PumaSuede_Carousel_V1,instagram,reels,mobile_web,91,0,3.12
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,35-44_Erkek_Izmir_Ankara,PumaSuede_Carousel_V1,instagram,ig_explore,mobile_app,56,0,1.95
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,facebook,feed,mobile_app,214,4,5.96
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,facebook,story,desktop,214,4,5.96
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,facebook,reels,mobile_app,129,2,3.61
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,facebook,right_hand_column,desktop,137,2,3.82
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,facebook,marketplace,mobile_web,194,3,5.4
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,instagram,feed,desktop,165,3,4.61
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,instagram,story,mobile_app,193,3,5.37
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,instagram,reels,mobile_web,76,1,2.13
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Yilbasi_Hediye_Carousel_V1,instagram,ig_explore,mobile_app,191,3,5.33
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,facebook,feed,mobile_web,132,1,3.74
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,facebook,story,mobile_app,214,2,6.04
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,facebook,reels,mobile_app,186,2,5.23
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,facebook,right_hand_column,mobile_web,91,1,2.58
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,facebook,marketplace,mobile_app,127,1,3.6
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,instagram,feed,mobile_app,227,2,6.41
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,instagram,story,mobile_web,209,2,5.9
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,instagram,reels,mobile_app,98,1,2.78
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,Esofman_Takimi_Banner_V1,instagram,ig_explore,desktop,171,2,4.82
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,facebook,feed,desktop,142,2,2.37
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,facebook,story,desktop,137,2,2.28
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,facebook,reels,mobile_app,178,2,2.97
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,facebook,right_hand_column,desktop,283,4,4.69
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,facebook,marketplace,mobile_web,114,1,1.89
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,instagram,feed,mobile_app,334,4,5.54
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,instagram,story,mobile_web,305,4,5.06
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,instagram,reels,desktop,328,4,5.44
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,Lookalike_Alicilar_1pct,YeniBahar_Video_V1,instagram,ig_explore,mobile_app,238,3,3.96
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,facebook,feed,desktop,643,13,9.77
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,facebook,story,mobile_app,839,17,12.74
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,facebook,reels,desktop,1058,22,16.07
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,facebook,right_hand_column,mobile_web,562,11,8.54
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,facebook,marketplace,desktop,1177,24,17.88
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,instagram,feed,desktop,508,10,7.72
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,instagram,story,mobile_web,526,11,7.99
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,instagram,reels,desktop,838,17,12.73
2024-10-01,2024-10-01,SP_Meta_BrandAwareness_Q4_2024,25-34_Erkek_Genel,Indirim_Banner_V1,instagram,ig_explore,mobile_web,1045,22,15.87
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,facebook,feed,mobile_web,102,2,5.94
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,facebook,story,desktop,69,1,4.02
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,facebook,reels,desktop,134,3,7.79
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,facebook,right_hand_column,mobile_web,138,3,7.99
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,facebook,marketplace,mobile_app,80,2,4.64
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,instagram,feed,mobile_web,110,2,6.41
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,instagram,story,desktop,85,2,4.95
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,instagram,reels,mobile_app,118,3,6.84
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,Krampon_Video_V2,instagram,ig_explore,mobile_web,135,3,7.85
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,facebook,feed,desktop,47,1,2.86
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,facebook,story,mobile_app,46,1,2.76
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,facebook,reels,mobile_app,39,1,2.36
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,facebook,right_hand_column,mobile_web,78,2,4.7
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,facebook,marketplace,desktop,34,0,2.05
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,instagram,feed,mobile_app,42,1,2.54
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,instagram,story,mobile_web,83,2,4.97
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,instagram,reels,mobile_web,42,1,2.55
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Lookalike_Alicilar_3pct,YeniBahar_Video_V1,instagram,ig_explore,mobile_web,47,1,2.82
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,facebook,feed,desktop,102,1,6.99
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,facebook,story,desktop,110,1,7.54
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,facebook,reels,mobile_web,90,1,6.19
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,facebook,right_hand_column,desktop,134,1,9.22
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,facebook,marketplace,mobile_app,106,1,7.25
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,instagram,feed,mobile_web,170,2,11.63
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,instagram,story,mobile_app,194,2,13.27
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,instagram,reels,mobile_web,132,1,9.06
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,35-55_Outdoor_Ilgilenen,DPA_Dinamik_V1,instagram,ig_explore,mobile_app,143,1,9.8
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,facebook,feed,mobile_app,29,0,2.42
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,facebook,story,mobile_app,39,0,3.23
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,facebook,reels,desktop,37,0,3.11
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,facebook,right_hand_column,desktop,65,0,5.38
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,facebook,marketplace,mobile_web,26,0,2.2
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,instagram,feed,mobile_web,66,0,5.43
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,instagram,story,desktop,41,0,3.44
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,instagram,reels,mobile_web,45,0,3.73
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,OkulAcilisi_Cocuk_V1,instagram,ig_explore,mobile_web,61,0,5.09
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,facebook,feed,mobile_web,37,0,2.7
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,facebook,story,mobile_web,69,1,4.99
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,facebook,reels,mobile_app,37,0,2.73
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,facebook,right_hand_column,mobile_app,54,1,3.95
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,facebook,marketplace,mobile_web,25,0,1.83
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,instagram,feed,mobile_app,41,0,3.02
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,instagram,story,desktop,34,0,2.46
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,instagram,reels,desktop,72,1,5.2
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Retargeting_UrunGoruntuleyen,Krampon_Video_V2,instagram,ig_explore,mobile_web,53,1,3.87
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,feed,desktop,17,0,1.35
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,story,desktop,29,0,2.32
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,reels,mobile_app,25,0,1.97
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,right_hand_column,desktop,29,0,2.3
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,marketplace,mobile_app,38,1,2.98
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,instagram,feed,mobile_web,42,1,3.27
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,instagram,story,mobile_app,33,0,2.63
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,instagram,reels,mobile_app,19,0,1.52
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,instagram,ig_explore,desktop,29,0,2.3
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,facebook,feed,desktop,38,1,3.06
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,facebook,story,mobile_app,36,1,2.93
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,facebook,reels,mobile_app,14,0,1.15
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,facebook,right_hand_column,mobile_app,25,0,2.05
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,facebook,marketplace,desktop,18,0,1.47
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,instagram,feed,desktop,37,1,2.97
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,instagram,story,mobile_app,25,0,2.0
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,instagram,reels,mobile_app,26,0,2.13
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,OkulAcilisi_Cocuk_V1,instagram,ig_explore,desktop,15,0,1.26
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,facebook,feed,mobile_app,56,1,2.57
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,facebook,story,mobile_web,40,1,1.84
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,facebook,reels,desktop,72,2,3.29
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,facebook,right_hand_column,desktop,54,1,2.49
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,facebook,marketplace,mobile_app,62,1,2.83
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,instagram,feed,mobile_web,54,1,2.49
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,instagram,story,desktop,74,2,3.37
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,instagram,reels,mobile_web,90,2,4.1
2024-10-01,2024-10-01,SP_Meta_DPA_Genel,Ebeveynler_CocukUrunleri,AdidasUltraboost_Video_V1,instagram,ig_explore,mobile_app,66,1,3.0
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,facebook,feed,mobile_app,75,0,3.22
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,facebook,story,mobile_web,89,1,3.82
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,facebook,reels,mobile_app,73,0,3.13
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,facebook,right_hand_column,mobile_app,65,0,2.77
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,facebook,marketplace,mobile_web,39,0,1.69
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,instagram,feed,mobile_web,56,0,2.39
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,instagram,story,mobile_web,87,1,3.73
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,instagram,reels,mobile_web,67,0,2.86
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Krampon_Video_V2,instagram,ig_explore,mobile_web,93,1,3.96
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,facebook,feed,desktop,363,7,5.53
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,facebook,story,desktop,232,4,3.54
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,facebook,reels,mobile_app,419,8,6.38
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,facebook,right_hand_column,mobile_web,183,3,2.79
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,facebook,marketplace,desktop,421,8,6.42
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,instagram,feed,mobile_web,364,7,5.55
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,instagram,story,mobile_app,309,6,4.72
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,instagram,reels,mobile_app,326,6,4.96
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Indirim_Banner_V1,instagram,ig_explore,desktop,197,4,3.01
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,feed,mobile_web,86,1,3.62
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,story,mobile_web,57,0,2.41
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,reels,mobile_web,66,0,2.8
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,right_hand_column,desktop,98,1,4.13
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,facebook,marketplace,mobile_app,38,0,1.62
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,instagram,feed,mobile_web,61,0,2.55
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,instagram,story,mobile_app,68,0,2.85
2024-10-02,2024-10-02,SP_Meta_BrandAwareness_Q4_2024,Ebeveynler_CocukUrunleri,Yilbasi_Hediye_Carousel_V1,instagram,reels,mobile_app,40,0,1.7
