date_start,date_stop,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,objective,buying_type,impressions,reach,frequency,clicks,inline_link_clicks,spend,cpc,cpm,cpp,ctr,inline_link_click_ctr,actions:link_click,actions:landing_page_view,actions:offsite_conversion.fb_pixel_view_content,actions:offsite_conversion.fb_pixel_add_to_cart,actions:offsite_conversion.fb_pixel_initiate_checkout,actions:offsite_conversion.fb_pixel_purchase,action_values:offsite_conversion.fb_pixel_purchase,actions:page_engagement,actions:post_engagement,actions:video_view
2024-10-04,2024-10-04,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6167666389913162,25-34_Kadin_Genel,7082459701184129,Indirim_Banner_V1,OUTCOME_SALES,AUCTION,4343,1989,2.18,51,39,139.42,2.73,32.1,70.1,1.19,0.9,39,34,20,4,1,0,0.0,29,51,0
2024-10-04,2024-10-04,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6185498856456084,35-44_Erkek_Izmir_Ankara,3053638751142305,Yilbasi_Hediye_Carousel_V1,OUTCOME_SALES,AUCTION,1321,1081,1.22,40,32,63.83,1.6,48.32,59.05,3.04,2.42,32,24,12,1,0,0,0.0,27,15,0
2024-10-04,2024-10-04,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6185498856456084,35-44_Erkek_Izmir_Ankara,4490347430381308,DPA_Dinamik_V1,OUTCOME_SALES,AUCTION,471,221,2.13,13,9,38.57,2.97,81.89,174.52,2.82,1.91,9,7,5,0,0,0,0.0,5,8,0
2024-10-04,2024-10-04,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6185498856456084,35-44_Erkek_Izmir_Ankara,8671429510959679,PumaSuede_Carousel_V1,OUTCOME_SALES,AUCTION,1008,455,2.22,20,16,49.04,2.45,48.65,107.78,2.02,1.59,16,11,6,0,0,0,0.0,8,13,0
2024-10-05,2024-10-05,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,3604975704973900,Retargeting_SepetTerk,4816531606100677,Indirim_Banner_V1,OUTCOME_AWARENESS,AUCTION,1489,1139,1.31,31,26,61.2,1.97,41.1,53.73,2.14,1.75,26,21,15,2,0,0,0.0,16,29,0
2024-10-05,2024-10-05,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,3604975704973900,Retargeting_SepetTerk,1585464692246228,Esofman_Takimi_Banner_V1,OUTCOME_AWARENESS,AUCTION,1732,1048,1.65,20,16,36.49,1.82,21.07,34.82,1.17,0.92,16,12,8,1,0,0,0.0,12,26,0
2024-10-05,2024-10-05,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,7841440513265621,Ebeveynler_CocukUrunleri,1916601787106803,UrunKolaj_Hikaye_V1,OUTCOME_AWARENESS,AUCTION,2768,1326,2.09,25,20,107.48,4.3,38.83,81.06,0.93,0.72,20,14,8,1,0,0,0.0,7,64,0
2024-10-05,2024-10-05,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6167666389913162,25-34_Kadin_Genel,7331548543507879,YeniBahar_Video_V1,OUTCOME_SALES,AUCTION,1772,1019,1.74,40,31,73.02,1.83,41.21,71.66,2.29,1.75,31,23,14,2,1,0,0.0,29,38,393
2024-10-05,2024-10-05,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6167666389913162,25-34_Kadin_Genel,1249417525122873,DPA_Dinamik_V1,OUTCOME_SALES,AUCTION,1063,568,1.87,23,20,37.22,1.62,35.01,65.53,2.25,1.88,20,17,9,1,0,0,0.0,13,9,0
2024-10-05,2024-10-05,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,3604975704973900,Retargeting_SepetTerk,1585464692246228,Esofman_Takimi_Banner_V1,OUTCOME_SALES,AUCTION,1069,500,2.14,35,28,69.12,1.97,64.66,138.24,3.27,2.62,28,23,17,1,0,0,0.0,11,24,0
2024-10-05,2024-10-05,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,3604975704973900,Retargeting_SepetTerk,8378232285790721,BlackFriday_Urgency_V1,OUTCOME_SALES,AUCTION,555,294,1.89,14,11,44.95,3.21,80.99,152.89,2.53,1.98,11,7,3,0,0,0,0.0,9,7,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,6185498856456084,35-44_Erkek_Izmir_Ankara,1769137460537145,Sneaker_Carousel_V1,OUTCOME_AWARENESS,AUCTION,2720,2216,1.23,39,28,44.19,1.13,16.25,19.94,1.46,1.03,28,24,12,2,1,0,0.0,27,49,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,1902337835291538,18-24_Erkek_Istanbul,5671083955402118,NikeAF1_SingleImage_V1,OUTCOME_AWARENESS,AUCTION,544,428,1.27,10,7,19.99,2.0,36.75,46.71,1.93,1.29,7,5,3,0,0,0,0.0,7,13,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,1902337835291538,18-24_Erkek_Istanbul,6024659077709921,AdidasUltraboost_Video_V1,OUTCOME_AWARENESS,AUCTION,374,320,1.17,8,6,16.14,2.02,43.16,50.44,2.37,1.6,6,4,2,0,0,0,0.0,5,2,29
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,1902337835291538,18-24_Erkek_Istanbul,167800469304315,Kis_Mont_Carousel_V1,OUTCOME_AWARENESS,AUCTION,562,393,1.43,10,8,13.7,1.37,24.38,34.86,1.88,1.42,8,6,3,0,0,0,0.0,7,15,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,8561692978165620,25-34_Erkek_Genel,4752276378873751,BlackFriday_Urgency_V1,OUTCOME_AWARENESS,AUCTION,412,167,2.47,5,3,15.9,3.18,38.59,95.21,1.31,0.73,3,2,1,0,0,0,0.0,3,5,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,8561692978165620,25-34_Erkek_Genel,4366404585854772,Krampon_Video_V2,OUTCOME_AWARENESS,AUCTION,817,410,1.99,7,4,29.13,4.16,35.65,71.05,0.93,0.49,4,3,1,0,0,0,0.0,2,12,80
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,2801583905615764,Lookalike_Alicilar_1pct,4440911678617080,DPA_Dinamik_V1,OUTCOME_AWARENESS,AUCTION,591,462,1.28,14,11,14.0,1.0,23.69,30.3,2.41,1.86,11,7,4,0,0,0,0.0,6,14,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,2801583905615764,Lookalike_Alicilar_1pct,4180629817631813,Kis_Mont_Carousel_V1,OUTCOME_AWARENESS,AUCTION,395,253,1.56,8,6,16.96,2.12,42.94,67.04,2.12,1.52,6,4,2,0,0,0,0.0,3,3,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,2801583905615764,Lookalike_Alicilar_1pct,5544749556098937,UrunKolaj_Hikaye_V1,OUTCOME_AWARENESS,AUCTION,618,256,2.41,5,4,12.57,2.51,20.34,49.1,0.97,0.65,4,3,1,0,0,0,0.0,2,14,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,7841440513265621,Ebeveynler_CocukUrunleri,6042805051520333,Indirim_Banner_V1,OUTCOME_SALES,AUCTION,1401,1200,1.17,26,20,97.12,3.74,69.32,80.93,1.87,1.43,20,14,9,1,0,0,0.0,16,23,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,3604975704973900,Retargeting_SepetTerk,6435068958705939,Yilbasi_Hediye_Carousel_V1,OUTCOME_SALES,AUCTION,1214,1099,1.1,39,29,92.23,2.36,75.97,83.92,3.29,2.39,29,21,16,2,0,0,0.0,27,35,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,1902337835291538,18-24_Erkek_Istanbul,167800469304315,Kis_Mont_Carousel_V1,OUTCOME_SALES,AUCTION,377,201,1.88,5,4,28.7,5.74,76.13,142.79,1.55,1.06,4,3,1,0,0,0,0.0,1,2,0
2024-10-06,2024-10-06,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,1902337835291538,18-24_Erkek_Istanbul,3064685640998001,UrunKolaj_Hikaye_V1,OUTCOME_SALES,AUCTION,980,491,2.0,24,21,43.5,1.81,44.39,88.59,2.53,2.14,21,15,8,1,0,0,0.0,9,20,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,1902337835291538,18-24_Erkek_Istanbul,5671083955402118,NikeAF1_SingleImage_V1,OUTCOME_AWARENESS,AUCTION,6134,3145,1.95,131,91,103.08,0.79,16.8,32.78,2.15,1.48,91,76,52,6,3,2,3259.57,90,42,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,413290843929087,Lookalike_Alicilar_3pct,3737798012687800,OkulAcilisi_Cocuk_V1,OUTCOME_AWARENESS,AUCTION,1908,946,2.02,18,15,80.84,4.49,42.37,85.45,0.96,0.79,15,11,6,0,0,0,0.0,7,31,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,413290843929087,Lookalike_Alicilar_3pct,7006718624822359,PumaSuede_Carousel_V1,OUTCOME_AWARENESS,AUCTION,1242,662,1.88,20,14,54.87,2.74,44.18,82.89,1.68,1.13,14,10,6,0,0,0,0.0,14,24,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,8561692978165620,25-34_Erkek_Genel,9898356092643721,DPA_Dinamik_V1,OUTCOME_SALES,AUCTION,1753,1020,1.72,27,22,110.53,4.09,63.05,108.36,1.54,1.25,22,16,8,1,0,0,0.0,8,15,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,8972315513725439,35-55_Outdoor_Ilgilenen,5182286489673395,OkulAcilisi_Cocuk_V1,OUTCOME_SALES,AUCTION,931,474,1.96,28,23,61.31,2.19,65.85,129.35,3.1,2.47,23,16,12,2,0,0,0.0,14,16,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,8972315513725439,35-55_Outdoor_Ilgilenen,9634107399493785,UrunKolaj_Hikaye_V1,OUTCOME_SALES,AUCTION,626,440,1.42,19,15,43.45,2.29,69.41,98.75,3.05,2.4,15,12,6,1,0,0,0.0,10,14,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6167666389913162,25-34_Kadin_Genel,7082459701184129,Indirim_Banner_V1,OUTCOME_SALES,AUCTION,840,388,2.16,28,23,69.49,2.48,82.73,179.1,3.34,2.74,23,16,9,1,0,0,0.0,18,8,0
2024-10-07,2024-10-07,act_987654321,Sporthink TR,2480812497698284,SP_Meta_DPA_Genel,6167666389913162,25-34_Kadin_Genel,9463337142606003,Esofman_Takimi_Banner_V1,OUTCOME_SALES,AUCTION,782,486,1.61,17,13,53.03,3.12,67.81,109.12,2.25,1.66,13,11,8,1,0,0,0.0,8,8,0
2024-10-08,2024-10-08,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,2801583905615764,Lookalike_Alicilar_1pct,4440911678617080,DPA_Dinamik_V1,OUTCOME_AWARENESS,AUCTION,971,479,2.03,20,17,26.0,1.3,26.78,54.28,2.13,1.75,17,13,8,1,0,0,0.0,11,28,0
2024-10-08,2024-10-08,act_987654321,Sporthink TR,8726810040959039,SP_Meta_BrandAwareness_Q4_2024,2801583905615764,Lookalike_Alicilar_1pct,6746901648922973,NikeAF1_SingleImage_V1,OUTCOME_AWARENESS,AUCTION,1268,542,2.34,13,10,33.08,2.54,26.09,61.03,1.1,0.79,10,7,4,0,0,0,0.0,7,30,0
